date,hour,type,1246A,1247A,1248A,date,hour,type,1246A,1247A,1248A,date,hour,type,1246A,1247A,1248A,date,hour,type,1246A,1247A,date,hour,type,1246A,1247A,1248A
20191221,16,PM2.5,29,15,,20191222,16,PM2.5,22,29,,20191223,16,PM2.5,15,25,,20191224,16,PM2.5,12,9,20191225,16,PM2.5,29,35,
20191221,16,PM2.5_24h,42,36,,20191222,16,PM2.5_24h,12,16,,20191223,16,PM2.5_24h,33,36,,20191224,16,PM2.5_24h,14,12,20191225,16,PM2.5_24h,26,33,
20191221,16,PM10,35,25,,20191222,16,PM10,24,27,,20191223,16,PM10,23,36,,20191224,16,PM10,19,16,20191225,16,PM10,39,50,
20191221,16,PM10_24h,57,50,,20191222,16,PM10_24h,13,20,,20191223,16,PM10_24h,45,41,,20191224,16,PM10_24h,21,18,20191225,16,PM10_24h,38,48,
20191221,16,SO2,3,6,,20191222,16,SO2,2,8,,20191223,16,SO2,4,6,,20191224,16,SO2,5,5,20191225,16,SO2,1,6,
20191221,16,SO2_24h,5,7,,20191222,16,SO2_24h,2,6,,20191223,16,SO2_24h,5,8,,20191224,16,SO2_24h,3,5,20191225,16,SO2_24h,4,5,
20191221,16,NO2,70,59,,20191222,16,NO2,56,51,,20191223,16,NO2,65,54,,20191224,16,NO2,51,29,20191225,16,NO2,62,66,
20191221,16,NO2_24h,69,61,,20191222,16,NO2_24h,56,52,,20191223,16,NO2_24h,56,49,,20191224,16,NO2_24h,34,26,20191225,16,NO2_24h,40,47,
20191221,16,O3,3,,,20191222,16,O3,10,9,,20191223,16,O3,18,17,,20191224,16,O3,33,46,20191225,16,O3,5,3,
20191221,16,O3_24h,4,1,,20191222,16,O3_24h,15,17,,20191223,16,O3_24h,26,21,,20191224,16,O3_24h,60,57,20191225,16,O3_24h,43,42,
20191221,16,O3_8h,4,,,20191222,16,O3_8h,10,9,,20191223,16,O3_8h,17,15,,20191224,16,O3_8h,46,50,20191225,16,O3_8h,14,8,
20191221,16,O3_8h_24h,4,,,20191222,16,O3_8h_24h,10,9,,20191223,16,O3_8h_24h,17,15,,20191224,16,O3_8h_24h,53,52,20191225,16,O3_8h_24h,21,15,
20191221,16,CO,,1.2,,20191222,16,CO,1,0.9,,20191223,16,CO,0.8,0.8,,20191224,16,CO,0.8,0.6,20191225,16,CO,1.2,0.6,
20191221,16,CO_24h,1,1.1,,20191222,16,CO_24h,0.9,1,,20191223,16,CO_24h,1.2,1,,20191224,16,CO_24h,0.8,0.7,20191225,16,CO_24h,0.9,0.5,
20191221,17,AQI,30,30,,20191222,17,AQI,32,45,,20191223,17,AQI,30,30,,20191224,17,AQI,20,22,20191225,17,AQI,40,44,
20191221,17,PM2.5,21,15,,20191222,17,PM2.5,22,31,,20191223,17,PM2.5,16,18,,20191224,17,PM2.5,12,14,20191225,17,PM2.5,28,29,
20191221,17,PM2.5_24h,40,34,,20191222,17,PM2.5_24h,12,17,,20191223,17,PM2.5_24h,33,35,,20191224,17,PM2.5_24h,14,12,20191225,17,PM2.5_24h,27,34,
20191221,17,PM10,25,25,,20191222,17,PM10,25,30,,20191223,17,PM10,25,28,,20191224,17,PM10,20,22,20191225,17,PM10,39,44,
20191221,17,PM10_24h,55,48,,20191222,17,PM10_24h,13,21,,20191223,17,PM10_24h,45,40,,20191224,17,PM10_24h,21,18,20191225,17,PM10_24h,38,49,
20191221,17,SO2,3,6,,20191222,17,SO2,2,8,,20191223,17,SO2,7,6,,20191224,17,SO2,5,5,20191225,17,SO2,1,5,
20191221,17,SO2_24h,5,7,,20191222,17,SO2_24h,2,6,,20191223,17,SO2_24h,5,8,,20191224,17,SO2_24h,3,5,20191225,17,SO2_24h,3,5,
20191221,17,NO2,,59,,20191222,17,NO2,60,54,,20191223,17,NO2,60,59,,20191224,17,NO2,38,31,20191225,17,NO2,61,62,
20191221,17,NO2_24h,69,61,,20191222,17,NO2_24h,56,52,,20191223,17,NO2_24h,56,50,,20191224,17,NO2_24h,33,25,20191225,17,NO2_24h,41,48,
20191221,17,O3,2,,,20191222,17,O3,8,9,,20191223,17,O3,19,11,,20191224,17,O3,43,42,20191225,17,O3,3,,
20191221,17,O3_24h,4,1,,20191222,17,O3_24h,15,17,,20191223,17,O3_24h,26,21,,20191224,17,O3_24h,60,57,20191225,17,O3_24h,40,42,
20191221,17,O3_8h,4,,,20191222,17,O3_8h,10,9,,20191223,17,O3_8h,18,16,,20191224,17,O3_8h,45,48,20191225,17,O3_8h,13,8,
20191221,17,O3_8h_24h,4,,,20191222,17,O3_8h_24h,10,9,,20191223,17,O3_8h_24h,18,16,,20191224,17,O3_8h_24h,53,52,20191225,17,O3_8h_24h,21,15,
20191221,17,CO,1.2,1.3,,20191222,17,CO,1,0.9,,20191223,17,CO,0.8,0.8,,20191224,17,CO,0.7,0.7,20191225,17,CO,1.1,0.7,
20191221,17,CO_24h,1,1.2,,20191222,17,CO_24h,0.9,1,,20191223,17,CO_24h,1.2,1,,20191224,17,CO_24h,0.8,0.7,20191225,17,CO_24h,0.9,0.5,
20191221,18,AQI,37,30,,20191222,18,AQI,34,49,,20191223,18,AQI,27,28,,20191224,18,AQI,20,24,20191225,18,AQI,39,44,
20191221,18,PM2.5,14,20,,20191222,18,PM2.5,23,34,,20191223,18,PM2.5,18,19,,20191224,18,PM2.5,12,16,20191225,18,PM2.5,27,29,
20191221,18,PM2.5_24h,39,33,,20191222,18,PM2.5_24h,12,17,,20191223,18,PM2.5_24h,32,34,,20191224,18,PM2.5_24h,14,12,20191225,18,PM2.5_24h,27,34,
20191221,18,PM10,16,28,,20191222,18,PM10,26,32,,20191223,18,PM10,27,27,,20191224,18,PM10,19,24,20191225,18,PM10,38,44,
20191221,18,PM10_24h,52,47,,20191222,18,PM10_24h,14,21,,20191223,18,PM10_24h,45,40,,20191224,18,PM10_24h,20,18,20191225,18,PM10_24h,39,50,
20191221,18,SO2,1,6,,20191222,18,SO2,2,7,,20191223,18,SO2,3,5,,20191224,18,SO2,3,,20191225,18,SO2,3,5,
20191221,18,SO2_24h,5,7,,20191222,18,SO2_24h,2,6,,20191223,18,SO2_24h,5,8,,20191224,18,SO2_24h,3,5,20191225,18,SO2_24h,3,5,
20191221,18,NO2,74,60,,20191222,18,NO2,68,62,,20191223,18,NO2,52,46,,20191224,18,NO2,39,,20191225,18,NO2,60,66,
20191221,18,NO2_24h,69,61,,20191222,18,NO2_24h,56,52,,20191223,18,NO2_24h,55,49,,20191224,18,NO2_24h,32,24,20191225,18,NO2_24h,42,49,
20191221,18,O3,2,,,20191222,18,O3,5,1,,20191223,18,O3,25,22,,20191224,18,O3,40,42,20191225,18,O3,3,,
20191221,18,O3_24h,4,1,,20191222,18,O3_24h,15,17,,20191223,18,O3_24h,26,22,,20191224,18,O3_24h,60,57,20191225,18,O3_24h,35,38,
20191221,18,O3_8h,3,,,20191222,18,O3_8h,10,9,,20191223,18,O3_8h,20,17,,20191224,18,O3_8h,44,48,20191225,18,O3_8h,11,7,
20191221,18,O3_8h_24h,4,,,20191222,18,O3_8h_24h,10,9,,20191223,18,O3_8h_24h,20,17,,20191224,18,O3_8h_24h,53,52,20191225,18,O3_8h_24h,21,15,
20191221,18,CO,1,1.2,,20191222,18,CO,1,1,,20191223,18,CO,0.8,0.8,,20191224,18,CO,0.7,0.7,20191225,18,CO,1.1,0.8,
20191221,18,CO_24h,1,1.2,,20191222,18,CO_24h,0.9,1,,20191223,18,CO_24h,1.2,1,,20191224,18,CO_24h,0.8,0.7,20191225,18,CO_24h,0.9,0.5,
20191221,19,AQI,37,40,,20191222,19,AQI,42,46,,20191223,19,AQI,27,22,,20191224,19,AQI,21,26,20191225,19,AQI,48,48,
20191221,19,PM2.5,12,28,,20191222,19,PM2.5,29,32,,20191223,19,PM2.5,18,14,,20191224,19,PM2.5,13,15,20191225,19,PM2.5,33,33,
20191221,19,PM2.5_24h,37,32,,20191222,19,PM2.5_24h,13,17,,20191223,19,PM2.5_24h,32,34,,20191224,19,PM2.5_24h,14,12,20191225,19,PM2.5_24h,28,35,
20191221,19,PM10,14,33,,20191222,19,PM10,34,33,,20191223,19,PM10,27,22,,20191224,19,PM10,21,26,20191225,19,PM10,46,46,
20191221,19,PM10_24h,50,45,,20191222,19,PM10_24h,14,21,,20191223,19,PM10_24h,45,40,,20191224,19,PM10_24h,20,18,20191225,19,PM10_24h,40,51,
20191221,19,SO2,1,7,,20191222,19,SO2,5,6,,20191223,19,SO2,2,5,,20191224,19,SO2,2,5,20191225,19,SO2,1,6,
20191221,19,SO2_24h,5,7,,20191222,19,SO2_24h,2,6,,20191223,19,SO2_24h,5,8,,20191224,19,SO2_24h,3,5,20191225,19,SO2_24h,3,5,
20191221,19,NO2,74,65,,20191222,19,NO2,63,60,,20191223,19,NO2,52,32,,20191224,19,NO2,42,,20191225,19,NO2,61,66,
20191221,19,NO2_24h,69,61,,20191222,19,NO2_24h,55,52,,20191223,19,NO2_24h,54,48,,20191224,19,NO2_24h,32,24,20191225,19,NO2_24h,43,50,
20191221,19,O3,2,,,20191222,19,O3,3,,,20191223,19,O3,24,42,,20191224,19,O3,33,38,20191225,19,O3,3,,
20191221,19,O3_24h,4,1,,20191222,19,O3_24h,15,17,,20191223,19,O3_24h,26,42,,20191224,19,O3_24h,60,57,20191225,19,O3_24h,35,29,
20191221,19,O3_8h,3,,,20191222,19,O3_8h,9,8,,20191223,19,O3_8h,21,21,,20191224,19,O3_8h,41,46,20191225,19,O3_8h,9,6,
20191221,19,O3_8h_24h,4,,,20191222,19,O3_8h_24h,10,9,,20191223,19,O3_8h_24h,21,21,,20191224,19,O3_8h_24h,53,52,20191225,19,O3_8h_24h,21,15,
20191221,19,CO,0.9,1.3,,20191222,19,CO,1.2,1,,20191223,19,CO,0.8,0.7,,20191224,19,CO,0.7,,20191225,19,CO,1.2,0.8,
20191221,19,CO_24h,1,1.2,,20191222,19,CO_24h,0.9,1,,20191223,19,CO_24h,1.2,1,,20191224,19,CO_24h,0.8,0.7,20191225,19,CO_24h,0.9,0.6,
20191221,20,AQI,34,40,,20191222,20,AQI,43,40,,20191223,20,AQI,30,25,,20191224,20,AQI,29,30,20191225,20,AQI,60,50,
20191221,20,PM2.5,12,28,,20191222,20,PM2.5,30,28,,20191223,20,PM2.5,20,16,,20191224,20,PM2.5,20,17,20191225,20,PM2.5,43,35,
20191221,20,PM2.5_24h,35,31,,20191222,20,PM2.5_24h,14,17,,20191223,20,PM2.5_24h,32,33,,20191224,20,PM2.5_24h,14,12,20191225,20,PM2.5_24h,29,36,
20191221,20,PM10,14,32,,20191222,20,PM10,38,30,,20191223,20,PM10,30,25,,20191224,20,PM10,29,30,20191225,20,PM10,60,47,
20191221,20,PM10_24h,47,43,,20191222,20,PM10_24h,15,21,,20191223,20,PM10_24h,44,40,,20191224,20,PM10_24h,20,18,20191225,20,PM10_24h,42,51,
20191221,20,SO2,1,7,,20191222,20,SO2,4,5,,20191223,20,SO2,2,5,,20191224,20,SO2,2,5,20191225,20,SO2,3,6,
20191221,20,SO2_24h,5,7,,20191222,20,SO2_24h,3,6,,20191223,20,SO2_24h,5,8,,20191224,20,SO2_24h,3,5,20191225,20,SO2_24h,3,5,
20191221,20,NO2,68,68,,20191222,20,NO2,62,56,,20191223,20,NO2,39,33,,20191224,20,NO2,38,36,20191225,20,NO2,62,67,
20191221,20,NO2_24h,69,61,,20191222,20,NO2_24h,55,51,,20191223,20,NO2_24h,53,47,,20191224,20,NO2_24h,32,24,20191225,20,NO2_24h,44,51,
20191221,20,O3,6,,,20191222,20,O3,3,,,20191223,20,O3,36,36,,20191224,20,O3,33,29,20191225,20,O3,3,,
20191221,20,O3_24h,6,1,,20191222,20,O3_24h,15,17,,20191223,20,O3_24h,36,42,,20191224,20,O3_24h,60,57,20191225,20,O3_24h,35,27,
20191221,20,O3_8h,3,,,20191222,20,O3_8h,8,6,,20191223,20,O3_8h,22,23,,20191224,20,O3_8h,39,43,20191225,20,O3_8h,7,4,
20191221,20,O3_8h_24h,4,,,20191222,20,O3_8h_24h,10,9,,20191223,20,O3_8h_24h,22,23,,20191224,20,O3_8h_24h,53,52,20191225,20,O3_8h_24h,21,15,
20191221,20,CO,0.8,1.3,,20191222,20,CO,1.3,0.9,,20191223,20,CO,0.8,0.7,,20191224,20,CO,0.8,0.4,20191225,20,CO,1.3,0.9,
20191221,20,CO_24h,1,1.2,,20191222,20,CO_24h,0.9,1,,20191223,20,CO_24h,1.2,1,,20191224,20,CO_24h,0.8,0.7,20191225,20,CO_24h,1,0.6,
20191221,21,AQI,33,45,,20191222,21,AQI,38,43,,20191223,21,AQI,32,26,,20191224,21,AQI,39,36,20191225,21,AQI,65,62,
20191221,21,PM2.5,17,31,,20191222,21,PM2.5,26,30,,20191223,21,PM2.5,21,17,,20191224,21,PM2.5,26,20,20191225,21,PM2.5,47,44,
20191221,21,PM2.5_24h,34,29,,20191222,21,PM2.5_24h,14,17,,20191223,21,PM2.5_24h,31,33,,20191224,21,PM2.5_24h,14,12,20191225,21,PM2.5_24h,30,37,
20191221,21,PM10,20,37,,20191222,21,PM10,37,32,,20191223,21,PM10,32,26,,20191224,21,PM10,39,36,20191225,21,PM10,66,56,
20191221,21,PM10_24h,44,41,,20191222,21,PM10_24h,16,21,,20191223,21,PM10_24h,44,39,,20191224,21,PM10_24h,20,19,20191225,21,PM10_24h,43,52,
20191221,21,SO2,7,7,,20191222,21,SO2,4,5,,20191223,21,SO2,3,5,,20191224,21,SO2,11,5,20191225,21,SO2,4,5,
20191221,21,SO2_24h,5,7,,20191222,21,SO2_24h,2,6,,20191223,21,SO2_24h,5,8,,20191224,21,SO2_24h,3,5,20191225,21,SO2_24h,3,5,
20191221,21,NO2,65,64,,20191222,21,NO2,60,54,,20191223,21,NO2,41,30,,20191224,21,NO2,38,40,20191225,21,NO2,62,69,
20191221,21,NO2_24h,68,61,,20191222,21,NO2_24h,55,51,,20191223,21,NO2_24h,53,46,,20191224,21,NO2_24h,32,24,20191225,21,NO2_24h,45,52,
20191221,21,O3,9,,,20191222,21,O3,3,,,20191223,21,O3,38,38,,20191224,21,O3,30,27,20191225,21,O3,3,,
20191221,21,O3_24h,9,1,,20191222,21,O3_24h,15,17,,20191223,21,O3_24h,38,42,,20191224,21,O3_24h,60,57,20191225,21,O3_24h,35,21,
20191221,21,O3_8h,4,,,20191222,21,O3_8h,7,5,,20191223,21,O3_8h,24,25,,20191224,21,O3_8h,36,41,20191225,21,O3_8h,5,2,
20191221,21,O3_8h_24h,4,,,20191222,21,O3_8h_24h,10,9,,20191223,21,O3_8h_24h,24,25,,20191224,21,O3_8h_24h,53,52,20191225,21,O3_8h_24h,21,15,
20191221,21,CO,0.8,1.4,,20191222,21,CO,1.3,1,,20191223,21,CO,1,0.7,,20191224,21,CO,0.8,0.4,20191225,21,CO,1.3,0.8,
20191221,21,CO_24h,1,1.2,,20191222,21,CO_24h,0.9,1,,20191223,21,CO_24h,1.1,1,,20191224,21,CO_24h,0.8,0.7,20191225,21,CO_24h,1,0.6,
20191221,22,AQI,35,39,,20191222,22,AQI,40,42,,20191223,22,AQI,29,26,,20191224,22,AQI,41,46,20191225,22,AQI,62,55,
20191221,22,PM2.5,19,27,,20191222,22,PM2.5,27,29,,20191223,22,PM2.5,18,16,,20191224,22,PM2.5,27,31,20191225,22,PM2.5,44,39,
20191221,22,PM2.5_24h,32,28,,20191222,22,PM2.5_24h,15,17,,20191223,22,PM2.5_24h,31,32,,20191224,22,PM2.5_24h,14,12,20191225,22,PM2.5_24h,31,37,
20191221,22,PM10,22,34,,20191222,22,PM10,40,31,,20191223,22,PM10,29,26,,20191224,22,PM10,41,46,20191225,22,PM10,60,51,
20191221,22,PM10_24h,42,39,,20191222,22,PM10_24h,17,20,,20191223,22,PM10_24h,44,39,,20191224,22,PM10_24h,21,19,20191225,22,PM10_24h,43,52,
20191221,22,SO2,8,6,,20191222,22,SO2,4,6,,20191223,22,SO2,2,5,,20191224,22,SO2,5,4,20191225,22,SO2,3,5,
20191221,22,SO2_24h,5,7,,20191222,22,SO2_24h,2,6,,20191223,22,SO2_24h,5,8,,20191224,22,SO2_24h,3,5,20191225,22,SO2_24h,3,5,
20191221,22,NO2,69,62,,20191222,22,NO2,58,49,,20191223,22,NO2,37,30,,20191224,22,NO2,29,41,20191225,22,NO2,64,68,
20191221,22,NO2_24h,68,60,,20191222,22,NO2_24h,54,50,,20191223,22,NO2_24h,52,45,,20191224,22,NO2_24h,31,25,20191225,22,NO2_24h,46,54,
20191221,22,O3,4,,,20191222,22,O3,3,,,20191223,22,O3,42,40,,20191224,22,O3,35,21,20191225,22,O3,3,,
20191221,22,O3_24h,9,1,,20191222,22,O3_24h,15,17,,20191223,22,O3_24h,42,42,,20191224,22,O3_24h,60,57,20191225,22,O3_24h,26,16,
20191221,22,O3_8h,4,,,20191222,22,O3_8h,6,4,,20191223,22,O3_8h,28,28,,20191224,22,O3_8h,35,37,20191225,22,O3_8h,4,1,
20191221,22,O3_8h_24h,4,,,20191222,22,O3_8h_24h,10,9,,20191223,22,O3_8h_24h,28,28,,20191224,22,O3_8h_24h,53,52,20191225,22,O3_8h_24h,21,15,
20191221,22,CO,0.9,1.4,,20191222,22,CO,1.3,1.1,,20191223,22,CO,0.9,0.7,,20191224,22,CO,0.9,0.5,20191225,22,CO,1.4,0.8,
20191221,22,CO_24h,1,1.2,,20191222,22,CO_24h,1,0.9,,20191223,22,CO_24h,1.1,1,,20191224,22,CO_24h,0.8,0.6,20191225,22,CO_24h,1,0.6,
20191221,23,AQI,34,38,,20191222,23,AQI,40,42,,20191223,23,AQI,29,22,,20191224,23,AQI,42,52,20191225,23,AQI,46,53,
20191221,23,PM2.5,18,26,,20191222,23,PM2.5,28,29,,20191223,23,PM2.5,19,14,,20191224,23,PM2.5,27,36,20191225,23,PM2.5,32,37,
20191221,23,PM2.5_24h,30,26,,20191222,23,PM2.5_24h,15,18,,20191223,23,PM2.5_24h,31,32,,20191224,23,PM2.5_24h,14,13,20191225,23,PM2.5_24h,31,37,
20191221,23,PM10,20,31,,20191222,23,PM10,40,30,,20191223,23,PM10,29,22,,20191224,23,PM10,42,53,20191225,23,PM10,41,50,
20191221,23,PM10_24h,39,37,,20191222,23,PM10_24h,18,20,,20191223,23,PM10_24h,43,39,,20191224,23,PM10_24h,21,21,20191225,23,PM10_24h,43,52,
20191221,23,SO2,4,6,,20191222,23,SO2,4,5,,20191223,23,SO2,1,5,,20191224,23,SO2,3,4,20191225,23,SO2,2,5,
20191221,23,SO2_24h,5,7,,20191222,23,SO2_24h,2,6,,20191223,23,SO2_24h,5,8,,20191224,23,SO2_24h,3,5,20191225,23,SO2_24h,3,5,
20191221,23,NO2,67,59,,20191222,23,NO2,57,46,,20191223,23,NO2,30,26,,20191224,23,NO2,36,46,20191225,23,NO2,64,68,
20191221,23,NO2_24h,68,60,,20191222,23,NO2_24h,54,50,,20191223,23,NO2_24h,51,44,,20191224,23,NO2_24h,32,26,20191225,23,NO2_24h,47,54,
20191221,23,O3,2,,,20191222,23,O3,3,,,20191223,23,O3,48,44,,20191224,23,O3,26,14,20191225,23,O3,3,,
20191221,23,O3_24h,9,1,,20191222,23,O3_24h,15,17,,20191223,23,O3_24h,48,44,,20191224,23,O3_24h,60,57,20191225,23,O3_24h,24,16,
20191221,23,O3_8h,4,,,20191222,23,O3_8h,5,2,,20191223,23,O3_8h,31,31,,20191224,23,O3_8h,34,32,20191225,23,O3_8h,3,,
20191221,23,O3_8h_24h,4,,,20191222,23,O3_8h_24h,10,9,,20191223,23,O3_8h_24h,31,31,,20191224,23,O3_8h_24h,53,52,20191225,23,O3_8h_24h,21,15,
20191221,23,CO,1,1.3,,20191222,23,CO,1.2,0.9,,20191223,23,CO,1.2,0.7,,20191224,23,CO,0.8,0.5,20191225,23,CO,1.5,0.9,
20191221,23,CO_24h,1,1.2,,20191222,23,CO_24h,1,0.9,,20191223,23,CO_24h,1.1,1,,20191224,23,CO_24h,0.8,0.6,20191225,23,CO_24h,1,0.6,
